Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction,age_group
2023/06/09 10:59:38 AM GMT+5:30,22,Other,once a month,Clothing and Fashion;Home and Kitchen,Yes,Rarely,others,Multiple pages,2,Maybe,Always,others,Sometimes,No,Never,No,No,5,2,Competitive prices,scrolling option would be much better than going to next page,398629,18-24
2023/06/07 6:09:58 AM GMT+5:30,6,Female,multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Rarely,Filter,Multiple pages,2,Maybe,Always,High shipping costs,Often,No,Never,No,Yes,4,5,Wide product selection,quality of product is very poor according to the big offers,766887,18-24
2023/06/04 11:24:41 PM GMT+5:30,27,Other,once a week,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Rarely,categories,First page,4,No,Never,High shipping costs,Always,No,Heavily,Sometimes,No,3,3,Customer service ,product quality and accuracy,524006,25-34
2023/06/12 3:51:31 PM GMT+5:30,54,Female,few times a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Rarely,Filter,First page,2,No,Never,others,Often,No,Heavily,No,Sometimes,1,3,All the above,User Interface,972973,45-54
2023/06/09 7:22:11 PM GMT+5:30,15,Male,less than once a month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Few times a week,Filter,Multiple pages,1,Yes,Always,others,Sometimes,No,Rarely,Yes,No,2,3,Customer service,shipping speed and reliability,416767,18-24
2023/06/08 5:25:40 PM GMT+5:30,14,Other,few times a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Rarely,others,Multiple pages,5,No,Rarely,Found a better price elsewhere,Never,Yes,Heavily,Yes,Yes,4,2,User-friendly website/app interface,User Interface,445384,18-24
2023/06/09 2:42:57 PM GMT+5:30,7,Other,less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Few times a month,categories,First page,4,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Rarely,Sometimes,No,3,4,.,no problems with amazon,708420,18-24
2023/06/06 10:19:05 AM GMT+5:30,46,Other,once a month,Clothing and Fashion;others,Sometimes,Multiple times a day,Unknown,First page,4,Yes,Rarely,High shipping costs,Sometimes,Yes,Moderately,Sometimes,Yes,2,5,.,scrolling option would be much better than going to next page,678683,45-54
2023/06/06 6:37:19 PM GMT+5:30,48,Male,less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Filter,Multiple pages,4,No,Often,others,Sometimes,No,Never,Yes,No,2,5,User-friendly website/app interface,User Interface,470230,45-54
2023/06/07 11:08:52 PM GMT+5:30,63,Male,few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,Filter,First page,3,No,Always,others,Always,Yes,Moderately,No,Yes,1,2,All the above,scrolling option would be much better than going to next page,752260,55+
2023/06/08 5:11:27 PM GMT+5:30,60,Female,few times a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Rarely,Unknown,First page,4,Yes,Always,High shipping costs,Sometimes,No,Heavily,Yes,Sometimes,4,1,Customer service ,shipping speed and reliability,789191,55+
2023/06/08 5:36:14 PM GMT+5:30,44,Other,few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Rarely,Unknown,Multiple pages,5,Yes,Never,Changed my mind or no longer need the item,Never,No,Never,No,Sometimes,5,5,Customer service,nothing,470623,35-44
2023/06/07 7:17:13 PM GMT+5:30,36,Male,less than once a month,Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,Unknown,First page,3,Yes,Often,High shipping costs,Sometimes,Yes,Never,No,Yes,4,1,Customer service ,better app interface and lower shipping charges,219304,35-44
2023/06/08 6:00:20 PM GMT+5:30,4,Male,few times a month,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Few times a week,Unknown,First page,2,Maybe,Always,Changed my mind or no longer need the item,Often,No,Moderately,No,Sometimes,2,4,Customer service,i don't have any problem with amazon,877438,18-24
2023/06/07 11:47:07 AM GMT+5:30,6,Female,multiple times a week,others,Yes,Few times a month,Keyword,First page,3,Maybe,Rarely,Found a better price elsewhere,Rarely,Yes,Heavily,Sometimes,No,3,5,User-friendly website/app interface,nothing,687988,18-24
2023/06/07 6:18:37 PM GMT+5:30,45,Female,once a month,Clothing and Fashion,No,Few times a month,Unknown,First page,1,Maybe,Always,others,Rarely,No,Heavily,Yes,No,1,1,Product recommendations,i don't have any problem with amazon,701685,45-54
2023/06/04 8:00:11 PM GMT+5:30,40,Other,once a week,Beauty and Personal Care;Clothing and Fashion;others,Yes,Multiple times a day,categories,First page,5,Maybe,Often,Changed my mind or no longer need the item,Sometimes,No,Heavily,Sometimes,Sometimes,1,5,Competitive prices,better app interface and lower shipping charges,350245,35-44
2023/06/08 10:39:59 PM GMT+5:30,20,Other,once a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Multiple times a day,Filter,Multiple pages,4,No,Rarely,Changed my mind or no longer need the item,Always,Yes,Heavily,No,No,3,3,Customer service,product quality and accuracy,571296,18-24
2023/06/08 6:00:50 PM GMT+5:30,40,Other,less than once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Rarely,categories,Multiple pages,2,No,Always,Found a better price elsewhere,Often,Yes,Never,Sometimes,Sometimes,3,5,Quick delivery,Unknown,280308,35-44
2023/06/08 3:25:14 AM GMT+5:30,58,Other,less than once a month,Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Keyword,First page,3,No,Never,High shipping costs,Often,Yes,Moderately,No,Yes,1,5,Competitive prices,User Interface,407738,55+
2023/06/11 10:53:44 PM GMT+5:30,42,Other,less than once a month,Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,others,Multiple pages,3,Yes,Always,Changed my mind or no longer need the item,Rarely,No,Moderately,No,Yes,4,2,All the above,User Interface,526279,35-44
2023/06/06 7:15:48 PM GMT+5:30,21,Female,once a week,Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,others,First page,2,Yes,Sometimes,Changed my mind or no longer need the item,Often,Yes,Rarely,No,Yes,5,3,Product recommendations,User Interface,649238,18-24
2023/06/04 7:48:31 PM GMT+5:30,34,Other,once a week,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Rarely,categories,Multiple pages,4,Yes,Rarely,High shipping costs,Sometimes,No,Rarely,No,Sometimes,1,4,Customer service,i don't have any problem with amazon,164861,25-34
2023/06/04 10:13:28 PM GMT+5:30,10,Male,few times a month,Beauty and Personal Care;others,Sometimes,Few times a week,Filter,Multiple pages,4,Yes,Never,High shipping costs,Always,No,Rarely,Yes,Sometimes,3,1,Competitive prices,Unknown,151411,18-24
2023/06/09 4:29:23 PM GMT+5:30,66,Male,once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,others,Multiple pages,5,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,Yes,Sometimes,5,2,User-friendly website/app interface,Unknown,228480,55+
2023/06/08 10:13:41 PM GMT+5:30,4,Other,few times a month,Beauty and Personal Care;Clothing and Fashion,Yes,Rarely,others,Multiple pages,1,No,Never,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,Yes,1,1,Product recommendations,User Interface,148114,18-24
2023/06/05 1:54:28 PM GMT+5:30,55,Male,less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,Keyword,First page,2,Yes,Always,High shipping costs,Always,No,Never,Sometimes,Yes,1,5,Customer service ,customer service responsiveness,920429,55+
2023/06/07 9:19:32 PM GMT+5:30,34,Other,few times a month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,categories,First page,3,No,Sometimes,High shipping costs,Always,Yes,Moderately,No,No,3,3,Customer service,no problems with amazon,176847,25-34
2023/06/07 6:29:53 PM GMT+5:30,43,Other,multiple times a week,Groceries and Gourmet Food;Home and Kitchen;others,No,Rarely,Filter,Multiple pages,5,No,Rarely,others,Never,Yes,Never,No,Sometimes,1,2,All the above,User Interface,586505,35-44
2023/06/07 5:58:12 PM GMT+5:30,50,Female,multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Keyword,First page,4,Maybe,Rarely,Found a better price elsewhere,Never,Yes,Rarely,No,Sometimes,4,2,Wide product selection,User Interface,156132,45-54
2023/06/08 5:57:03 PM GMT+5:30,14,Female,once a month,Groceries and Gourmet Food;Clothing and Fashion;others,No,Multiple times a day,Keyword,Multiple pages,5,Yes,Sometimes,High shipping costs,Rarely,Yes,Heavily,Yes,Sometimes,5,5,Customer service ,scrolling option would be much better than going to next page,146964,18-24
2023/06/04 7:48:31 PM GMT+5:30,37,Other,once a week,Clothing and Fashion;others,Yes,Few times a month,others,Multiple pages,5,Yes,Often,High shipping costs,Always,No,Occasionally,No,No,2,4,Customer service,irrelevant product suggestions,599956,35-44
2023/06/05 7:16:40 AM GMT+5:30,25,Female,once a week,Clothing and Fashion,Sometimes,Multiple times a day,Keyword,Multiple pages,4,No,Sometimes,High shipping costs,Rarely,Yes,Never,No,Sometimes,4,3,User-friendly website/app interface,Unknown,601187,25-34
2023/06/04 7:33:12 PM GMT+5:30,5,Female,once a month,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,others,Multiple pages,2,Maybe,Often,others,Sometimes,Yes,Occasionally,Yes,Sometimes,4,2,Wide product selection,product quality and accuracy,975409,18-24
2023/06/11 11:07:31 PM GMT+5:30,22,Other,multiple times a week,Beauty and Personal Care;Home and Kitchen,No,Few times a week,Filter,Multiple pages,5,Maybe,Often,Changed my mind or no longer need the item,Rarely,No,Rarely,Yes,Sometimes,5,5,Quick delivery,Unknown,300597,18-24
2023/06/08 9:17:38 PM GMT+5:30,12,Other,once a week,Clothing and Fashion;others,Sometimes,Few times a week,Filter,Multiple pages,4,No,Sometimes,Found a better price elsewhere,Never,Yes,Heavily,No,Sometimes,1,2,Wide product selection,Unknown,912659,18-24
2023/06/07 2:19:05 PM GMT+5:30,26,Female,less than once a month,Clothing and Fashion,Sometimes,Few times a month,Unknown,First page,4,No,Often,others,Rarely,No,Never,No,No,1,3,Customer service,nothing,359156,25-34
2023/06/09 10:26:01 AM GMT+5:30,38,Other,once a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Keyword,First page,1,Yes,Sometimes,others,Never,Yes,Occasionally,Yes,No,3,5,Customer service,shipping speed and reliability,499640,35-44
2023/06/07 11:48:25 AM GMT+5:30,25,Male,once a week,Beauty and Personal Care;Home and Kitchen,No,Multiple times a day,categories,Multiple pages,5,No,Never,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,Sometimes,4,4,Customer service ,irrelevant product suggestions,127575,25-34
2023/06/07 10:10:58 PM GMT+5:30,50,Other,once a month,Beauty and Personal Care,Yes,Few times a month,Unknown,Multiple pages,4,No,Often,Found a better price elsewhere,Rarely,No,Never,Sometimes,Sometimes,2,5,.,i don't have any problem with amazon,135979,45-54
2023/06/08 5:57:03 PM GMT+5:30,3,Female,few times a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Few times a month,Filter,First page,2,Yes,Often,High shipping costs,Rarely,No,Never,Sometimes,Yes,2,3,Customer service,Unknown,987932,18-24
2023/06/07 6:31:23 PM GMT+5:30,67,Other,multiple times a week,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,Unknown,Multiple pages,1,Yes,Rarely,High shipping costs,Rarely,No,Heavily,No,Sometimes,5,2,Quick delivery,better app interface and lower shipping charges,823657,55+
2023/06/11 11:16:58 PM GMT+5:30,16,Female,few times a month,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Rarely,Filter,First page,4,No,Rarely,others,Sometimes,No,Moderately,No,No,2,5,User-friendly website/app interface,irrelevant product suggestions,541442,18-24
2023/06/07 11:02:45 PM GMT+5:30,15,Other,once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Unknown,First page,2,Maybe,Rarely,High shipping costs,Always,No,Occasionally,Yes,Sometimes,2,5,Product recommendations,quality of product is very poor according to the big offers,889419,18-24
2023/06/04 11:27:53 PM GMT+5:30,45,Female,few times a month,Beauty and Personal Care;Home and Kitchen,No,Few times a month,Filter,Multiple pages,4,Yes,Often,Changed my mind or no longer need the item,Often,No,Heavily,Sometimes,No,3,1,Customer service,User Interface,457763,45-54
2023/06/11 11:10:14 PM GMT+5:30,55,Other,once a month,Home and Kitchen;others,Yes,Rarely,Unknown,First page,3,No,Never,others,Sometimes,Yes,Occasionally,Yes,Yes,3,2,Customer service ,customer service responsiveness,720840,55+
2023/06/07 9:20:34 AM GMT+5:30,67,Male,less than once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Rarely,Keyword,First page,5,Maybe,Rarely,others,Never,Yes,Rarely,Sometimes,No,1,5,Quick delivery,User Interface,696896,55+
2023/06/04 2:30:44 PM GMT+5:30,9,Male,once a week,Home and Kitchen;others,Yes,Few times a week,Keyword,Multiple pages,2,Yes,Always,Found a better price elsewhere,Often,Yes,Rarely,Sometimes,Sometimes,4,3,Competitive prices,product quality and accuracy,652813,18-24
2023/06/05 10:07:31 PM GMT+5:30,58,Female,once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,Unknown,First page,1,Yes,Rarely,others,Always,Yes,Never,Sometimes,Sometimes,2,4,.,reducing packaging waste,707017,55+
2023/06/06 6:36:16 PM GMT+5:30,62,Female,multiple times a week,Clothing and Fashion;Home and Kitchen;others,No,Rarely,others,First page,5,Yes,Rarely,Changed my mind or no longer need the item,Often,No,Never,Yes,Yes,4,2,Quick delivery,Unknown,702937,55+
2023/06/08 10:13:41 PM GMT+5:30,41,Other,once a week,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a week,others,First page,2,Yes,Sometimes,others,Always,No,Rarely,Yes,Sometimes,1,1,Product recommendations,irrelevant product suggestions,139625,35-44
2023/06/06 7:41:36 PM GMT+5:30,53,Male,few times a month,Beauty and Personal Care;Home and Kitchen,Sometimes,Rarely,Filter,Multiple pages,5,No,Always,High shipping costs,Never,Yes,Occasionally,Yes,Yes,2,3,User-friendly website/app interface,User Interface,964400,45-54
2023/06/11 11:22:19 PM GMT+5:30,45,Male,less than once a month,Clothing and Fashion;others,No,Few times a month,Keyword,Multiple pages,5,Maybe,Sometimes,Found a better price elsewhere,Always,Yes,Rarely,No,Yes,3,4,All the above,quality of product is very poor according to the big offers,213089,45-54
2023/06/05 8:52:01 PM GMT+5:30,12,Male,less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,No,Few times a month,others,Multiple pages,3,No,Often,Found a better price elsewhere,Rarely,Yes,Occasionally,Yes,No,4,1,Customer service ,i have no problem with amazon yet. but others tell me about the refund issues,248651,18-24
2023/06/04 8:39:53 PM GMT+5:30,21,Male,less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Rarely,Filter,First page,4,No,Rarely,Changed my mind or no longer need the item,Sometimes,No,Heavily,Yes,Yes,5,4,Customer service ,quality of product is very poor according to the big offers,667156,18-24
2023/06/09 4:32:28 PM GMT+5:30,9,Other,less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,Unknown,First page,1,No,Never,Changed my mind or no longer need the item,Always,No,Never,No,Yes,5,3,Customer service,nothing,901012,18-24
2023/06/07 10:10:58 PM GMT+5:30,22,Female,few times a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,others,First page,1,No,Never,others,Often,No,Heavily,No,No,4,4,Competitive prices,User Interface,757479,18-24
2023/06/08 5:37:13 PM GMT+5:30,52,Other,multiple times a week,Groceries and Gourmet Food;Clothing and Fashion,Yes,Few times a week,Keyword,First page,3,Yes,Rarely,Found a better price elsewhere,Often,Yes,Heavily,No,Yes,1,4,Competitive prices,Unknown,187748,45-54
2023/06/09 4:28:30 PM GMT+5:30,54,Female,less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,No,Few times a month,Unknown,First page,4,No,Often,Changed my mind or no longer need the item,Always,Yes,Occasionally,Sometimes,Sometimes,3,5,Product recommendations,quality of product is very poor according to the big offers,184180,45-54
2023/06/07 2:23:02 PM GMT+5:30,44,Female,few times a month,Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Keyword,First page,4,Yes,Never,Changed my mind or no longer need the item,Never,No,Never,Yes,No,4,1,.,quality of product is very poor according to the big offers,524926,35-44
