Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023/06/06 8:01:47 PM GMT+5:30,15,Male,Multiple times a week,Clothing and Fashion;others,Sometimes,Few times a month,Filter,First page,5,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,4,Yes,1,5,Competitive prices,Product quality and accuracy,425850
2023/06/08 3:25:32 AM GMT+5:30,10,Prefer not to say,Once a week,Home and Kitchen,No,Few times a week,Filter,Multiple pages,3,Yes,Often,Found a better price elsewhere,Never,No,Heavily,Yes,5,Yes,3,2,All the above,Irrelevant product suggestions,493938
2023/06/08 5:39:57 PM GMT+5:30,34,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Multiple times a day,categories,First page,4,Yes,Never,High shipping costs,Rarely,Yes,Never,No,2,Sometimes,5,1,Quick delivery,Add more familiar brands to the list,895346
2023/06/07 10:39:21 PM GMT+5:30,43,Others,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,4,No,Sometimes,Found a better price elsewhere,Always,No,Moderately,No,4,Yes,2,3,Customer service,Scrolling option would be much better than going to next page,396957
2023/06/06 6:39:26 PM GMT+5:30,49,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,categories,First page,2,Maybe,Often,Found a better price elsewhere,Often,No,Occasionally,Sometimes,4,Sometimes,4,4,User-friendly website/app interface,Scrolling option would be much better than going to next page,752945
2023/06/09 10:59:38 AM GMT+5:30,22,Prefer not to say,Once a month,Clothing and Fashion;Home and Kitchen,Yes,Rarely,others,Multiple pages,2,Maybe,Always,others,Sometimes,No,Never,No,3,No,5,2,Competitive prices,Scrolling option would be much better than going to next page,398629
2023/06/07 6:09:58 AM GMT+5:30,6,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Rarely,Filter,Multiple pages,2,Maybe,Always,High shipping costs,Often,No,Never,No,4,Yes,4,5,Wide product selection,Quality of product is very poor according to the big offers,766887
2023/06/04 11:24:41 PM GMT+5:30,27,Others,Once a week,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Rarely,categories,First page,4,No,Never,High shipping costs,Always,No,Heavily,Sometimes,4,No,3,3,Customer service ,Product quality and accuracy,524006
2023/06/12 3:51:31 PM GMT+5:30,54,Female,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Rarely,Filter,First page,2,No,Never,others,Often,No,Heavily,No,2,Sometimes,1,3,All the above,UI,972973
2023/06/09 7:22:11 PM GMT+5:30,15,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Few times a week,Filter,Multiple pages,1,Yes,Always,others,Sometimes,No,Rarely,Yes,2,No,2,3,Customer service,Shipping speed and reliability,416767
2023/06/08 5:25:40 PM GMT+5:30,14,Prefer not to say,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Rarely,others,Multiple pages,5,No,Rarely,Found a better price elsewhere,Never,Yes,Heavily,Yes,1,Yes,4,2,User-friendly website/app interface,User interface ,445384
2023/06/09 2:42:57 PM GMT+5:30,7,Others,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Few times a month,categories,First page,4,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Rarely,Sometimes,3,No,3,4,.,No problems with Amazon,708420
2023/06/06 10:19:05 AM GMT+5:30,46,Prefer not to say,Once a month,Clothing and Fashion;others,Sometimes,Multiple times a day,nan,First page,4,Yes,Rarely,High shipping costs,Sometimes,Yes,Moderately,Sometimes,2,Yes,2,5,.,Scrolling option would be much better than going to next page,678683
2023/06/06 6:37:19 PM GMT+5:30,48,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Filter,Multiple pages,4,No,Often,others,Sometimes,No,Never,Yes,1,No,2,5,User-friendly website/app interface,User interface of app,470230
2023/06/07 11:08:52 PM GMT+5:30,63,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,Filter,First page,3,No,Always,others,Always,Yes,Moderately,No,2,Yes,1,2,All the above,Scrolling option would be much better than going to next page,752260
2023/06/08 5:11:27 PM GMT+5:30,60,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Rarely,nan,First page,4,Yes,Always,High shipping costs,Sometimes,No,Heavily,Yes,1,Sometimes,4,1,Customer service ,Shipping speed and reliability,789191
2023/06/08 5:36:14 PM GMT+5:30,44,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Rarely,nan,Multiple pages,5,Yes,Never,Changed my mind or no longer need the item,Never,No,Never,No,3,Sometimes,5,5,Customer service,Nothing,470623
2023/06/07 7:17:13 PM GMT+5:30,36,Male,Less than once a month,Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,nan,First page,3,Yes,Often,High shipping costs,Sometimes,Yes,Never,No,2,Yes,4,1,Customer service ,better app interface and lower shipping charges,219304
2023/06/08 6:00:20 PM GMT+5:30,4,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Few times a week,nan,First page,2,Maybe,Always,Changed my mind or no longer need the item,Often,No,Moderately,No,3,Sometimes,2,4,Customer service,I don't have any problem with Amazon,877438
2023/06/07 11:47:07 AM GMT+5:30,6,Female,Multiple times a week,others,Yes,Few times a month,Keyword,First page,3,Maybe,Rarely,Found a better price elsewhere,Rarely,Yes,Heavily,Sometimes,4,No,3,5,User-friendly website/app interface,Nothing,687988
2023/06/07 6:18:37 PM GMT+5:30,45,Female,Once a month,Clothing and Fashion,No,Few times a month,nan,First page,1,Maybe,Always,others,Rarely,No,Heavily,Yes,5,No,1,1,Product recommendations,I don't have any problem with Amazon,701685
2023/06/04 8:00:11 PM GMT+5:30,40,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion;others,Yes,Multiple times a day,categories,First page,5,Maybe,Often,Changed my mind or no longer need the item,Sometimes,No,Heavily,Sometimes,5,Sometimes,1,5,Competitive prices,better app interface and lower shipping charges,350245
2023/06/08 10:39:59 PM GMT+5:30,20,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Multiple times a day,Filter,Multiple pages,4,No,Rarely,Changed my mind or no longer need the item,Always,Yes,Heavily,No,4,No,3,3,Customer service,Product quality and accuracy,571296
2023/06/08 6:00:50 PM GMT+5:30,40,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Rarely,categories,Multiple pages,2,No,Always,Found a better price elsewhere,Often,Yes,Never,Sometimes,2,Sometimes,3,5,Quick delivery,Nil,280308
2023/06/08 3:25:14 AM GMT+5:30,58,Prefer not to say,Less than once a month,Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Keyword,First page,3,No,Never,High shipping costs,Often,Yes,Moderately,No,3,Yes,1,5,Competitive prices,UI,407738
2023/06/11 10:53:44 PM GMT+5:30,42,Prefer not to say,Less than once a month,Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,others,Multiple pages,3,Yes,Always,Changed my mind or no longer need the item,Rarely,No,Moderately,No,3,Yes,4,2,All the above,User interface of app,526279
2023/06/06 7:15:48 PM GMT+5:30,21,Female,Once a week,Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,others,First page,2,Yes,Sometimes,Changed my mind or no longer need the item,Often,Yes,Rarely,No,5,Yes,5,3,Product recommendations,UI,649238
2023/06/04 7:48:31 PM GMT+5:30,34,Prefer not to say,Once a week,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Rarely,categories,Multiple pages,4,Yes,Rarely,High shipping costs,Sometimes,No,Rarely,No,2,Sometimes,1,4,Customer service,I don't have any problem with Amazon,164861
2023/06/04 10:13:28 PM GMT+5:30,10,Male,Few times a month,Beauty and Personal Care;others,Sometimes,Few times a week,Filter,Multiple pages,4,Yes,Never,High shipping costs,Always,No,Rarely,Yes,3,Sometimes,3,1,Competitive prices,Nil,151411
2023/06/09 4:29:23 PM GMT+5:30,66,Male,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,others,Multiple pages,5,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,Yes,1,Sometimes,5,2,User-friendly website/app interface,.,228480
2023/06/08 10:13:41 PM GMT+5:30,4,Others,Few times a month,Beauty and Personal Care;Clothing and Fashion,Yes,Rarely,others,Multiple pages,1,No,Never,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,3,Yes,1,1,Product recommendations,User interface ,148114
2023/06/05 1:54:28 PM GMT+5:30,55,Male,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,Keyword,First page,2,Yes,Always,High shipping costs,Always,No,Never,Sometimes,5,Yes,1,5,Customer service ,Customer service responsiveness,920429
2023/06/07 9:19:32 PM GMT+5:30,34,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,categories,First page,3,No,Sometimes,High shipping costs,Always,Yes,Moderately,No,4,No,3,3,Customer service,No problems with Amazon,176847
2023/06/07 6:29:53 PM GMT+5:30,43,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen;others,No,Rarely,Filter,Multiple pages,5,No,Rarely,others,Never,Yes,Never,No,1,Sometimes,1,2,All the above,User interface ,586505
2023/06/07 5:58:12 PM GMT+5:30,50,Female,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Keyword,First page,4,Maybe,Rarely,Found a better price elsewhere,Never,Yes,Rarely,No,1,Sometimes,4,2,Wide product selection,User interface ,156132
2023/06/08 5:57:03 PM GMT+5:30,14,Female,Once a month,Groceries and Gourmet Food;Clothing and Fashion;others,No,Multiple times a day,Keyword,Multiple pages,5,Yes,Sometimes,High shipping costs,Rarely,Yes,Heavily,Yes,1,Sometimes,5,5,Customer service ,Scrolling option would be much better than going to next page,146964
2023/06/04 7:48:31 PM GMT+5:30,37,Prefer not to say,Once a week,Clothing and Fashion;others,Yes,Few times a month,others,Multiple pages,5,Yes,Often,High shipping costs,Always,No,Occasionally,No,1,No,2,4,Customer service,Irrelevant product suggestions,599956
2023/06/05 7:16:40 AM GMT+5:30,25,Female,Once a week,Clothing and Fashion,Sometimes,Multiple times a day,Keyword,Multiple pages,4,No,Sometimes,High shipping costs,Rarely,Yes,Never,No,3,Sometimes,4,3,User-friendly website/app interface,Nil,601187
2023/06/04 7:33:12 PM GMT+5:30,5,Female,Once a month,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,others,Multiple pages,2,Maybe,Often,others,Sometimes,Yes,Occasionally,Yes,2,Sometimes,4,2,Wide product selection,Product quality and accuracy,975409
2023/06/11 11:07:31 PM GMT+5:30,22,Others,Multiple times a week,Beauty and Personal Care;Home and Kitchen,No,Few times a week,Filter,Multiple pages,5,Maybe,Often,Changed my mind or no longer need the item,Rarely,No,Rarely,Yes,2,Sometimes,5,5,Quick delivery,Nil,300597
2023/06/08 9:17:38 PM GMT+5:30,12,Prefer not to say,Once a week,Clothing and Fashion;others,Sometimes,Few times a week,Filter,Multiple pages,4,No,Sometimes,Found a better price elsewhere,Never,Yes,Heavily,No,5,Sometimes,1,2,Wide product selection,.,912659
2023/06/07 2:19:05 PM GMT+5:30,26,Female,Less than once a month,Clothing and Fashion,Sometimes,Few times a month,nan,First page,4,No,Often,others,Rarely,No,Never,No,4,No,1,3,Customer service,Nothing,359156
2023/06/09 10:26:01 AM GMT+5:30,38,Prefer not to say,Once a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Keyword,First page,1,Yes,Sometimes,others,Never,Yes,Occasionally,Yes,3,No,3,5,Customer service,Shipping speed and reliability,499640
2023/06/07 11:48:25 AM GMT+5:30,25,Male,Once a week,Beauty and Personal Care;Home and Kitchen,No,Multiple times a day,categories,Multiple pages,5,No,Never,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,5,Sometimes,4,4,Customer service ,Irrelevant product suggestions,127575
2023/06/07 10:10:58 PM GMT+5:30,50,Prefer not to say,Once a month,Beauty and Personal Care,Yes,Few times a month,nan,Multiple pages,4,No,Often,Found a better price elsewhere,Rarely,No,Never,Sometimes,5,Sometimes,2,5,.,I don't have any problem with Amazon,135979
2023/06/08 5:57:03 PM GMT+5:30,3,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Few times a month,Filter,First page,2,Yes,Often,High shipping costs,Rarely,No,Never,Sometimes,4,Yes,2,3,Customer service,.,987932
2023/06/07 6:31:23 PM GMT+5:30,67,Others,Multiple times a week,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,nan,Multiple pages,1,Yes,Rarely,High shipping costs,Rarely,No,Heavily,No,4,Sometimes,5,2,Quick delivery,better app interface and lower shipping charges,823657
2023/06/11 11:16:58 PM GMT+5:30,16,Female,Few times a month,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Rarely,Filter,First page,4,No,Rarely,others,Sometimes,No,Moderately,No,3,No,2,5,User-friendly website/app interface,Irrelevant product suggestions,541442
2023/06/07 11:02:45 PM GMT+5:30,15,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,nan,First page,2,Maybe,Rarely,High shipping costs,Always,No,Occasionally,Yes,2,Sometimes,2,5,Product recommendations,Quality of product is very poor according to the big offers,889419
2023/06/04 11:27:53 PM GMT+5:30,45,Female,Few times a month,Beauty and Personal Care;Home and Kitchen,No,Few times a month,Filter,Multiple pages,4,Yes,Often,Changed my mind or no longer need the item,Often,No,Heavily,Sometimes,1,No,3,1,Customer service,User interface ,457763
2023/06/11 11:10:14 PM GMT+5:30,55,Others,Once a month,Home and Kitchen;others,Yes,Rarely,nan,First page,3,No,Never,others,Sometimes,Yes,Occasionally,Yes,1,Yes,3,2,Customer service ,Customer service responsiveness,720840
2023/06/07 9:20:34 AM GMT+5:30,67,Male,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Rarely,Keyword,First page,5,Maybe,Rarely,others,Never,Yes,Rarely,Sometimes,2,No,1,5,Quick delivery,User interface of app,696896
2023/06/04 2:30:44 PM GMT+5:30,9,Male,Once a week,Home and Kitchen;others,Yes,Few times a week,Keyword,Multiple pages,2,Yes,Always,Found a better price elsewhere,Often,Yes,Rarely,Sometimes,5,Sometimes,4,3,Competitive prices,Product quality and accuracy,652813
2023/06/05 10:07:31 PM GMT+5:30,58,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,nan,First page,1,Yes,Rarely,others,Always,Yes,Never,Sometimes,1,Sometimes,2,4,.,Reducing packaging waste,707017
2023/06/06 6:36:16 PM GMT+5:30,62,Female,Multiple times a week,Clothing and Fashion;Home and Kitchen;others,No,Rarely,others,First page,5,Yes,Rarely,Changed my mind or no longer need the item,Often,No,Never,Yes,1,Yes,4,2,Quick delivery,Nil,702937
2023/06/08 10:13:41 PM GMT+5:30,41,Others,Once a week,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a week,others,First page,2,Yes,Sometimes,others,Always,No,Rarely,Yes,1,Sometimes,1,1,Product recommendations,Irrelevant product suggestions,139625
2023/06/06 7:41:36 PM GMT+5:30,53,Male,Few times a month,Beauty and Personal Care;Home and Kitchen,Sometimes,Rarely,Filter,Multiple pages,5,No,Always,High shipping costs,Never,Yes,Occasionally,Yes,1,Yes,2,3,User-friendly website/app interface,UI,964400
2023/06/11 11:22:19 PM GMT+5:30,45,Male,Less than once a month,Clothing and Fashion;others,No,Few times a month,Keyword,Multiple pages,5,Maybe,Sometimes,Found a better price elsewhere,Always,Yes,Rarely,No,3,Yes,3,4,All the above,Quality of product is very poor according to the big offers,213089
2023/06/05 8:52:01 PM GMT+5:30,12,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,No,Few times a month,others,Multiple pages,3,No,Often,Found a better price elsewhere,Rarely,Yes,Occasionally,Yes,3,No,4,1,Customer service ,I have no problem with Amazon yet. But others tell me about the refund issues ,248651
2023/06/04 8:39:53 PM GMT+5:30,21,Male,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Rarely,Filter,First page,4,No,Rarely,Changed my mind or no longer need the item,Sometimes,No,Heavily,Yes,1,Yes,5,4,Customer service ,Quality of product is very poor according to the big offers,667156
2023/06/09 4:32:28 PM GMT+5:30,9,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,nan,First page,1,No,Never,Changed my mind or no longer need the item,Always,No,Never,No,2,Yes,5,3,Customer service,Nothing,901012
